route,dest
"0,1,4,4,4,1,13,27",rs1329
"0,1,7,7,10,7,10,7,28,19",rs1629
"0,1,10,4,28,10,1,25",rs1211
"0,1,4,1,13,4,13,4,4,25",rs1039
"0,1,7,7,7,1,13,7,24",rs1614
"0,1,10,7,28,7,1,7,28,10,18",rs1574
"0,1,13,19",rs1117
"0,1,13,7,28,13,1,24",rs850
"0,1,4,1,10,4,10,4,4,20",rs1612
"0,1,7,1,10,7,10,28,24",rs1462
"0,1,7,1,10,18",rs818
"0,1,7,7,28,7,1,7,18",rs486
"0,1,28,4,2,4,18",rs156
"0,1,10,10,7,7,28,7,27",rs1563
"0,1,13,7,28,7,1,7,28,13,19",rs999
"0,1,1,28,4,1,28,21",rs115
"0,1,1,28,10,1,16",rs582
"0,1,7,7,13,7,13,7,19",rs1045
"0,1,10,7,28,7,1,10,28,24",rs1506
"0,1,13,4,28,13,16",rs618
"0,1,4,4,1,28,4,1,27",rs259
"0,1,28,10,1,21",rs561
"0,1,7,7,7,1,13,7,18",rs1610
"0,1,7,1,10,28,10,1,20",rs1450
"0,1,10,10,7,7,28,7,1,7,21",rs1641
"0,1,4,4,1,28,13,24",rs1246
"0,1,7,1,10,7,10,28,25",rs1463
"0,1,1,28,4,25",rs71
"0,1,4,1,10,28,19",rs595
"0,1,7,7,13,7,13,7,24",rs1048
"0,1,28,4,2,4,28,13,19",rs1287
"0,1,10,4,28,4,1,10,28,1,18",rs1296
"0,1,7,7,13,7,28,7,21",rs1631
"0,1,7,7,10,7,10,7,21",rs1623
"0,1,13,7,28,7,1,13,24",rs922
"0,1,7,1,13,7,27",rs1473
"0,1,28,7,1,10,28,10,25",rs1435
"0,1,7,7,1,28,10,19",rs883
"0,1,13,13,1,26",rs536
"0,1,13,13,4,4,28,20",rs694
"0,1,4,1,10,4,10,4,4,19",rs1611
"0,1,7,7,13,7,13,25",rs977
"0,1,4,4,1,28,10,1,17",rs727
"0,1,1,28,4,24",rs70
"0,1,1,28,7,1,7,16",oss-home2
"0,1,4,4,1,28,13,1,13,27",rs735
"0,1,4,4,10,4,16",rs754
"0,1,7,1,10,8",b4-nem1-b
"0,1,10,10,7,7,28,7,1,19",rs1567
"0,1,4,1,13,28,13,1,18",rs656
"0,1,10,4,28,4,1,10,28,26",rs1292
"0,1,10,7,28,10,1,18",rs1422
"0,1,4,4,4,1,10,28,10,19",rs1315
"0,1,7,7,7,1,13,28,13,18",rs954
"0,1,4,4,1,28,4,1,28,16",rs242
"0,1,4,1,10,4,10,4,4,24",rs1614
"0,1,28,4,2,10,28,10,21",rs1217
"0,1,7,1,10,7,10,28,19",rs1459
"0,1,28,10,1,24",rs562
"0,1,13,4,28,4,1,13,28,24",rs714
"0,1,10,7,28,10,1,16",rs1420
"0,1,13,13,7,7,19",rs901
"0,1,4,4,13,20",rs1262
"0,1,1,28,13,1,28,24",rs1156
"0,1,13,7,28,7,1,7,28,1,19",rs1585
"0,1,4,1,13,28,13,1,28,21",rs651
"0,1,4,4,13,4,28,25",rs1345
"0,1,4,4,1,28,4,1,4,27",rs519
"0,1,4,4,4,1,10,28,10,1,28,16",rs1366
"0,1,10,10,7,25",rs1409
"0,1,4,1,13,26",rs1184
"0,1,28,1,28,13,21",rs1145
"0,1,4,4,4,1,18",rs198
"0,1,7,7,7,1,10,28,10,25",rs1535
"0,1,13,4,28,18",rs1196
"0,1,7,1,10,7,10,7,25",rs1543
"0,1,7,1,10,28,10,1,28,21",rs1443
"0,1,4,4,1,28,4,1,10,17",rs799
"0,1,28,4,2,10,28,20",rs640
"0,1,4,4,1,28,4,1,4,19",rs513
"0,1,4,4,4,1,13,20",rs1324
"0,1,4,1,13,4,13,4,4,19",rs1035
"0,1,13,7,28,13,1,18",rs846
"0,1,10,7,28,7,1,10,28,21",rs1505
"0,1,10,10,7,1,27",rs1401
"0,1,7,1,10,7,25",rs895
"0,1,7,7,1,28,10,1,10,26",rs1526
"0,1,7,1,10,7,10,16",rs1464
"0,1,7,7,13,7,28,7,18",rs1628
"0,1,4,4,13,4,25",rs1337
"0,1,7,7,1,28,10,36",b4-nem1-b
"0,1,13,7,28,13,1,20",rs848
"0,1,13,13,7,7,28,16",rs906
"0,1,28,4,2,10,28,10,16",rs1212
"0,1,10,10,7,7,28,7,1,7,28,27",rs1653
"0,1,4,4,1,28,10,1,28,18",rs720
"0,1,4,1,13,28,13,21",rs597
"0,1,7,7,1,28,10,33",b4-nem1-b
"0,1,28,4,2,4,28,4,25",rs239
"0,1,28,7,1,7,28,7,27",rs432
"0,1,4,4,4,1,13,28,13,1,28,25",rs797
"0,1,1,28,24",rs6
"0,1,7,7,7,1,10,4",b4-nem1-b
"0,1,7,7,1,28,7,1,13,25",rs1597
"0,1,4,4",c1-nem2-a
"0,1,28,4,10,1,28,1,7,7,35",a4-nem4-b
"0,1,4,1,13,4,13,4,4,27",rs1041
"0,1,28,4,4,36",c1-nem2-a
"0,1,7,7,7,1,13,28,13,7,16",rs1024
"0,1,13,7,7,7,10",c2-nem2-a
"0,1,28,4,4,4,1,28,4,1,7",d1-nem4-a
"0,1,10,4,28,1,28,4,4,1,15",d1-nem4-a
"0,1,13,1,35",a5-nem1-a
"0,1,1,7,10,1,28,5",a3-nem2-b
"0,1,1,10,1",a3-nem2-a
"0,1,1,5,10",b3-nem1-b
"0,1,28,7,1,7,7,10,28,13",c2-nem3-b
"0,1,1,28,1,28,1,32",a1-nem3-a
"0,1,28,4,10,30",b3-nem2-a
"0,1,28,4,2,13,28,4,1,30",c5-nem4-b
"0,1,10,10,7",a6-nem2-a
"0,1,7,7,13,20",rs1478
"0,1,1,28,7,1,13,7,1,11",b2-nem1-a
"0,1,13,13,7,7,28,7,1,7,16",rs1060
"0,1,1,28,7,14",a6-nem1-a
"0,1,10,4,28,4,1,10,28,1,19",rs1297
"0,1,7,1,13,28,13,1,28,20",rs866
"0,1,13,4,28,4,1,13,20",rs704
"0,1,1,7,10,10,7,28,7,13",c4-nem1-a
"0,1,1,28,1,13,36",a5-nem4-a
"0,1,4,4,4,1,10,28,10,1,4,26",rs1670
"0,1,10,10,4,4,13",c3-nem2-a
"0,1,13,7,28,13,1,14,15",a6-nem3-a
"0,1,13,1,36",a5-nem1-a
"0,1,4,4,1,28,10,1,4,13",d1-nem4-b
"0,1,1,7,10,7,14",b2-nem1-b
"0,1,7,7,1,30",b2-nem1-a
"0,1,1,28,4,13",b5-nem1-a
"0,1,13,7,28,7,1,13,28,1,21",rs939
"0,1,28,10,6",b3-nem2-b
"0,1,28,4,4,4,10,4,4,32",c4-nem2-a
"0,1,28,4,4,4,1,7",c1-nem3-a
"0,1,7,1,10,28",a4-nem1-a
"0,1,4,1,4,4,10,28,7",c3-nem1-a
"0,1,13,7,7,1,28,13",b4-nem1-a
"0,1,13,13,7,7,28,7,1,11",c6-nem3-a
"0,1,1,7,10,7,31",b4-nem1-a
"0,1,4,1,4,4,4,28,10,5",c4-nem1-a
"0,1,13,4,28,4,1,4,28,1,33",d5-nem4-b
"0,1,28,13,1,7,10,10",a4-nem3-a
"0,1,28,13,1,4,28,1,4,32",c5-nem4-b
"0,1,7,7,7,1,13,28,13,1,28,20",rs1010
"0,1,1,28,7,1,7,10,7,28,14",c2-nem4-a
"0,1,13,7,7,3",b6-nem1-b
"0,1,10,10,7,7,1",b6-nem1-b
"0,1,10,7,28,7,1,10,28,1,20",rs1514
"0,1,4,1,4,4,5",d2-nem1-b
"0,1,28,4,4,31",c1-nem2-a
"0,1,10,4,28,4,1,10,28,21",rs1289
"0,1,1,28,4,1,4,6",d1-nem4-b
"0,1,7,7,28,7,1",c2-nem3-a
"0,1,7,1,10,7,10,28",b6-nem1-a
"0,1,1,28,7,1,7,1",b2-nem1-a
"0,1,1,28,10,10,1,28,13,7,1",a4-nem3-b
"0,1,4,1,14",b5-nem1-b
"0,1,7,1,10,28,10,1",a6-nem4-b
"0,1,7,1,10,7,8",c4-nem1-b
"0,1,28,7,7,7,1,28",c2-nem3-b
"0,1,10,10,1,25",rs1111
"0,1,28,7,1,28,10,5",a3-nem3-b
"0,1,7,1,13,28,13,1,20",rs874
"0,1,1,7,10,28,10,7,7,15",c4-nem1-a
"0,1,7,7,28,7,1,7,28,1,9",d1-nem4-a
"0,1,28,4,4,4,1,28,4,4",c2-nem3-b
"0,1,13,13,1,28,1,13,13",a5-nem4-b
"0,1,1,28,7,1,7,10,7,28,1,13",c2-nem3-b
"0,1,1,28,10,10,1,28,13,7,9",b4-nem4-a
"0,1,28,4,10,28",b3-nem2-a
"0,1,10,10,7,7,1,13,7",c4-nem1-b
"0,1,1,28,7,1,7,7,13,28,1",c6-nem3-b
"0,1,28,7,7,28,5",a2-nem2-a
"0,1,10,7,28,10,25",rs1417
"0,1,13,7,7,7,28,3",c6-nem3-a
"0,1,1,10,4,3",b3-nem2-a
"0,1,10,7,28,7,7,28,3",c4-nem1-b
"0,1,1,28,1,28,7,36",a2-nem4-b
"0,1,7,7,7,1,12",c4-nem1-b
"0,1,13,7,7,1,28,6",a6-nem1-a
"0,1,1,28,1,28",a1-nem4-a
"0,1,10,4,28,1,7",a3-nem3-a
"0,1,28,4,10,1,28,1,7,7,36",a4-nem4-b
"0,1,1,28,4,1,13,4",c5-nem4-b
"0,1,28,10,7,29",a4-nem2-a
"0,1,7,7,7,1,13,16",rs1536
"0,1,4,5",c1-nem2-a
"0,1,1,7,10,10,7,28,13",b4-nem1-a
"0,1,1,28,10,1,10,7,13",a4-nem4-b
"0,1,28,4,4,4,1,28,1",d1-nem4-a
"0,1,28,1,28,7,1,35",a2-nem4-b
"0,1,28,7,1,7,28,13,24",rs1506
"0,1,28,4,4,4,4,4,34",c2-nem2-a
"0,1,28,4,4,4,4,1,10,4,5",b4-nem3-a
"0,1,13,13,1,28,1,10",a5-nem4-b
"0,1,13,7,28,7",b6-nem2-b
"0,1,10,10,7,1,21",rs1397
"0,1,13,7,7,7,28,13,1,12",c6-nem3-a
"0,1,10,7,7,7,7,10",d6-nem2-a
"0,1,4,1,13,4,13,28,25",rs671
"0,1,1,28,10,1,28,7,7,3",b4-nem3-b
"0,1,7,7,1,28,10,25",rs887
"0,1,10,4,28,10,1,16",rs1204
"0,1,10,7,7,7,1",c4-nem1-b
"0,1,10,10,28,1,7,7,28,15",b4-nem3-b
"0,1,1,28,14",a5-nem1-a
"0,1,1,28,7,1,7,10,1",b4-nem1-a
"0,1,10,7,28,10,19",rs1413
"0,1,28,7,7,7,1,31",c2-nem3-b
"0,1,28,13,1,13",a3-nem3-a
"0,1,28,4,4,4,10,28,7",c3-nem2-a
"0,1,10,7,7,1,32",b4-nem1-a
"0,1,1,28,13,1,7,11",a2-nem4-b
"0,1,1,28,1,15",a5-nem4-b
"0,1,13,13,7,7,17",rs899
"0,1,28,10,1,10,28,25",rs1147
"0,1,28,7,1,10,28,1,20",rs866
"0,1,1,7,10,28,1",a4-nem4-b
"0,1,1,28,1,7,13,3",a6-nem1-a
"0,1,28,4,4,4,1,13,4,28,6",c6-nem3-b
"0,1,28,8",a2-nem2-b
"0,1,13,7,7,7,28,13,1,28,12",c6-nem3-b
"0,1,7,7,1,31",b2-nem1-a
"0,1,28,4,4,4,1,13,28,1,12",d1-nem4-a
"0,1,28,7,7,10,2",b4-nem3-a
"0,1,1,28,7,1,13,7,28,7,3",c6-nem3-b
"0,1,28,4,2,4,28,13,18",rs1286
"0,1,28,4,10,1,28,1,7,13",a1-nem4-a
"0,1,28,4,2,13,28,4,4,31",d5-nem3-a
"0,1,7,7,7,1,28",c2-nem1-a
"0,1,1,5,4",c1-nem1-b
"0,1,10,10,7,7,28,7,1,20",rs1568
"0,1,13,13,7,7,28,7,1,7,21",rs1065
"0,1,28,13,1",a5-nem3-a
"0,1,28,4,10,1,9",a3-nem3-a
"0,1,13,7,7,7,1,33",c6-nem1-a
"0,1,28,4,10,1,28,1,7,7,7",b4-nem4-a
"0,1,28,4,4,4,10,4,4,1,5",b4-nem3-a
"0,1,10,4,28,4,1,4,28,1,14",d1-nem4-a
"0,1,1,28,10,1,28,7,33",a4-nem4-b
"0,1,28,7,1,28,10,6",a3-nem3-b
"0,1,10,7,28,10,1,14",a4-nem3-a
"0,1,28,4,2,13,28,4,1,11",c1-nem4-a
"0,1,10,10,7,7,28,7,1,7,28,24",rs1650
"0,1,7,7,10,7,3",c4-nem1-b
"0,1,28,4,4,4,4,28,3",d2-nem1-b
"0,1,13,13,7,7,25",rs905
"0,1,28,4,4,4,4,4,32",c2-nem2-a
"0,1,10,10,4,4,4",d5-nem2-a
"0,1,4,1,10,9",a3-nem1-b
"0,1,1,10,4,1",b3-nem2-a
"0,1,11",a3-nem2-a
"0,1,28,7,1,13,7,28,7",c6-nem3-b
"0,1,1,7,10,28,10,1,28,7,13",b4-nem4-a
"0,1,28,13,35",a5-nem2-a
"0,1,13,13,13,1,15",a5-nem1-b
"0,1,4,1,4,10,1",c3-nem2-a
"0,1,4,1,4,28,4,4,29",d2-nem1-b
"0,1,13,13,7,1,12",a6-nem1-b
"0,1,1,28,7,1,7,7,29",c2-nem4-a
"0,1,1,28,7,1,7,28,11",b4-nem4-a
"0,1,28,7,1,4",a1-nem3-a
"0,1,1,28,7,1,13,25",rs1453
"0,1,7,1,13,7,28,12",b2-nem1-a
"0,1,10,7,7,1,13",b2-nem1-b
"0,1,28,10,7,1",a4-nem3-a
"0,1,1,28,10,10,1,13",a3-nem4-b
"0,1,4,4,1,28,13,4,30",d5-nem1-b
"0,1,7,7,10,7,10,7,16",rs1618
"0,1,1,28,7,1,7,28,6",a2-nem4-a
"0,1,7,7,13,7,13,7,28,27",rs1059
"0,1,1,28,10,10,1,28,7,7,15",b4-nem4-a
"0,1,1,28,7,1,7,10,7,28,13",c2-nem4-a
"0,1,28,4,10,1,28,1,7,7,30",a4-nem4-b
"0,1,13,13,1,28,1,4,4,12",c5-nem4-b
"0,1,13,7,28,7,7,2",c6-nem3-a
"0,1,28,10,32",a3-nem2-a
"0,1,28,7,1,28,10,31",a4-nem3-a
"0,1,28,4,10,1,4,2",c3-nem2-b
"0,1,10,4,28,1,13",b1-nem3-a
"0,1,1,7,10,28,10,1,28,1,13",a4-nem3-b
"0,1,13,7,7,13,28,13,1,15",b6-nem3-a
"0,1,28,4,4,4,1,4,10,4,14",c2-nem3-a
"0,1,28,7,33",a2-nem2-a
"0,1,1,28,1,28,4,4",c1-nem4-a
"0,1,10,10,7,21",rs1407
"0,1,10,7,28,5",a3-nem2-b
"0,1,1,28,7,1,34",a2-nem4-a
"0,1,13,16",rs1114
"0,1,13,7,7,10,6",a2-nem2-a
"0,1,1,28,1,13,13",a3-nem4-b
"0,1,28,4,4,4,1,28,4,1,4",c2-nem4-a
"0,1,13,7,7,7,7,1,11",d2-nem1-b
"0,1,4,1,4,4,10,4,1,6",c4-nem2-a
"0,1,28,13,1,4,28,4,1,33",c5-nem4-b
"0,1,10,2",a3-nem1-b
"0,1,28,1,28,7,1,29",a2-nem4-b
"0,1,7,1,10,7,10,7,26",rs1544
"0,1,4,4,1,28,4,1,15",d5-nem4-b
"0,1,4,1,4,4,4,28,13,5",c6-nem1-a
"0,1,13,13,7,7,28,20",rs910
"0,1,4,1,10,28,4",c3-nem1-a
"0,1,13,7,7,7,1,36",c6-nem1-a
"0,1,1,28,7,1,7,7,28",c2-nem4-a
"0,1,13,13,7,1,26",rs824
"0,1,28,4,2,13,28,4,4,35",d5-nem3-a
"0,1,1,28,7,1,13,7,28,7,12",c2-nem4-a
"0,1,28,4,4,4,1,28,10,7,13",c1-nem3-b
"0,1,13,7,7,7,1,10,5",b2-nem1-b
"0,1,10,4,28,1,28,8",a3-nem3-b
"0,1,7,7,13,7,13,24",rs976
"0,1,4,1,13,4,13,4,11",d5-nem1-b
"0,1,10,10,28,1,4,4,4",d5-nem3-a
"0,1,4,1,4,28,4,4,36",d2-nem1-b
"0,1,1,28,7,1,13,28,6",a5-nem4-a
"0,1,28,4,4,4,1,4,28,13,5",c6-nem3-b
"0,1,10,10,7,7,28,7,1,25",rs1571
"0,1,1,28,7,1,18",rs318
"0,1,13,13,28,20",rs550
"0,1,4,1,4,4,13,28,1,9",c5-nem4-b
"0,1,1,28,7,1,7,13,3",b6-nem1-a
"0,1,10,10,4,18",rs1188
"0,1,1,28,10,7,3",a4-nem4-b
"0,1,10,7,28,10,1,7,14",b4-nem3-a
"0,1,1,7,10,5",a3-nem1-b
"0,1,28,4,12",b3-nem2-b
"0,1,4,1,4,28,13,8",b5-nem1-a
"0,1,10,4,28,10,18",rs1196
"0,1,13,7,7,7,1,4",b6-nem1-b
"0,1,1,28,1,33",a1-nem4-a
"0,1,1,28,10,1,28,7,1",a4-nem3-b
"0,1,10,4,28,4,1,4,28,10,24",rs1362
"0,1,28,4,4,4,1,13,4,5",c6-nem3-a
"0,1,1,7,1",a2-nem2-a
"0,1,1,28,7,1,7,7,13,1",c6-nem1-a
"0,1,1,28,4,1,10,4,28,4,13",d1-nem4-a
"0,1,28,4,4,4,1,4,10,4,5",b4-nem3-a
"0,1,1,28,10,1,28,7,7,7",c4-nem4-a
"0,1,28,10,1,7",a4-nem3-a
"0,1,28,10,1,10,28,1,20",rs1154
"0,1,1,7,10,1,28,1",a4-nem3-a
"0,1,28,10,7,14",a2-nem2-b
"0,1,1,28,10,3",a3-nem4-b
"0,1,4,1,13,28,13",b3-nem1-a
"0,1,13,1,4",b5-nem1-b
"0,1,1,28,4,13,30",b5-nem1-b
"0,1,1,28,7,8",b2-nem1-a
"0,1,10,4,28,4,1,10,18",rs1278
"0,1,10,4,28,1,28,4,4",d3-nem3-b
"0,1,1,28,10,36",a3-nem1-b
"0,1,13,4,28,4,1,4,28,1,36",d5-nem4-b
"0,1,1,7,10,28,10,1,28,13,33",a4-nem4-b
"0,1,4,1,13,4,5",d5-nem1-b
"0,1,28,7,1,10,28,21",rs857
"0,1,28,4,2,13,28,4,1,10",c1-nem4-a
"0,1,13,7,28,7,1,7,17",rs1565
"0,1,4,1,4,4,4,4,11",c4-nem1-b
"0,1,13,13,4,18",rs612
"0,1,10,7,28,7,1,7,28,1,18",rs1008
"0,1,4,4,1,28,13,1,13,18",rs728
"0,1,13,13,1,28,4,1,4,11",c5-nem4-b
"0,1,7,7,1,35",b2-nem1-a
"0,1,4,1,4,4,4,4,4",b2-nem1-b
"0,1,1,28,4,13,4,3",c5-nem4-b
"0,1,4,1,4,28,13,1",c5-nem4-b
"0,1,1,7,10,28,10,1,28,13,29",a4-nem4-b
"0,1,7,10,5",a3-nem2-a
"0,1,28,4,2,13,16",rs1204
"0,1,28,4,10,1,28,1,7,34",a3-nem4-b
"0,1,13,4,28,4,1,4,28,20",rs1360
"0,1,13,13,1,28,7,7,1,13,28,14",b6-nem4-a
"0,1,28,7,1,28,10,34",a4-nem3-a
"0,1,28,4,4,4,1,28,10,1,14",d1-nem4-a
"0,1,28,1,28,7,1,31",a2-nem4-b
"0,1,7,1,10,7,10,7",c6-nem1-b
"0,1,1,7,10,28,10,1,14",a4-nem4-b
"0,1,28,7,1,7,28,1,19",rs372
"0,1,13,13,7,7,28,19",rs909
"0,1,28,7,7,28,2",b2-nem1-b
"0,1,28,10,1,32",a3-nem3-b
"0,1,10,7,7,10,7,1,13",c4-nem1-b
"0,1,13,7,7,10,28,4",a2-nem2-b
"0,1,10,7,7,7",c4-nem2-a
"0,1,7,7,7,1,10,28,10,1,20",rs1594
"0,1,28,7,1,7,7,31",c2-nem3-b
"0,1,13,7,28,24",rs1416
"0,1,28,13,1,7,28,10,12",a4-nem3-b
"0,1,1,28,10,34",a3-nem1-b
"0,1,1,28,10,10,1,28,13,7,30",a4-nem4-b
"0,1,28,4,2,4",c1-nem3-a
"0,1,1,28,7,1,13,1",a6-nem1-a
"0,1,10,4,28,9",a3-nem2-b
"0,1,1,28,7,1,7,7,1,10",c4-nem1-a
"0,1,28,7,1,13,7,7",c6-nem3-a
"0,1,10,7,7,7,2",c4-nem1-b
"0,1,10,10,7,1,7,28,7,13",c4-nem1-a
"0,1,28,13,1,7,28,4",a5-nem3-b
"0,1,10,7,28,7,1,7,28,16",rs996
"0,1,13,4,4,4,4,4,11",c2-nem2-a
"0,1,1,28,4,13,1,6",c5-nem4-b
"0,1,10,4,28,21",rs623
"0,1,7,1,13,28,13,18",rs810
"0,1,28,13,1,4,28,8",a5-nem3-b
"0,1,1,28,7,1,7,7,30",c2-nem4-a
"0,1,7,1,13,28,13,1,28,19",rs865
"0,1,28,13,1,4,28,9",a5-nem3-b
"0,1,10,10,28,17",rs1123
"0,1,1,28,10,1,10,7,14",a4-nem4-b
"0,1,1,28,4,13,13",b3-nem1-a
"0,1,1,28,4,1,28,2",b1-nem3-b
"0,1,28,7,7,7,28",c2-nem2-a
"0,1,10,7,28,7,1,7,25",rs995
"0,1,1,15",a5-nem1-b
"0,1,28,4,2",b1-nem3-a
"0,1,10,10,4,4,28,4,25",rs1345
"0,1,1,28,7,1,13,28,1,5",a5-nem3-b
"0,1,13,7,7,10,2",b2-nem1-b
"0,1,28,4,2,13,28,13,21",rs641
"0,1,10,10,7,7,1,28,7,13",c4-nem1-a
"0,1,28,4,10,1,28,7",a3-nem3-b
"0,1,1,28,10,7,7,13",b2-nem1-a
"0,1,28,1,7,13",a6-nem3-a
"0,1,13,13,7,7",b4-nem2-a
"0,1,28,4,4,4,4,1,4",c2-nem3-a
"0,1,10,10,7,7,28,27",rs1491
"0,1,7,1,27",rs274
"0,1,28,4,4,4,1,13,4",d6-nem3-a
"0,1,28,7,1,28,13,7,8",c6-nem3-b
"0,1,28,4,2,13,4,11",c1-nem3-a
"0,1,13,13,7,1,7,10",b6-nem1-b
"0,1,28,4,4",c1-nem2-b
"0,1,7,1,13,34",a6-nem1-a
"0,1,28,4,2,13,4,10",c1-nem3-a
"0,1,4,4,4,1,13,28,25",rs1319
"0,1,10,4,28,4,1,4,28,1,15",d1-nem4-a
"0,1,13,13,13,4,13",b5-nem2-a
"0,1,1,28,4,1,4,15",c5-nem4-b
"0,1,1,28,7,1,19",rs319
"0,1,7,7,28,7,1,7,28,25",rs499
"0,1,10,7,7,1,29",b4-nem1-a
"0,1,10,7,7,7,28,1",c4-nem3-a
"0,1,13,13,7,7,24",rs904
"0,1,1,7,10,7,33",b4-nem1-a
"0,1,1,28,7,1,7,7,10,28,1,5",b4-nem3-b
"0,1,7,7,10,7,10",c6-nem2-a
"0,1,28,10,7,34",a4-nem2-a
"0,1,13,7,7,10,28,10,7,36",c4-nem2-a
"0,1,28,4,2,13,28,16",rs1212
"0,1,28,4,4,4,1,28,4,5",c2-nem3-b
"0,1,28,7,7,28,1",b2-nem1-b
"0,1,1,28,7,1,7,10,7,28,5",b4-nem4-a
"0,1,4,1,10,2",b3-nem2-a
"0,1,1,28,10,10,1,28,13,13",a1-nem4-a
"0,1,28,4,4,4,4,13,1,4",c6-nem3-a
"0,1,1,28,1,28,7,32",a2-nem4-b
"0,1,13,7,7,10,28,10,7,30",c4-nem2-a
"0,1,10,7,7,8",c4-nem2-a
"0,1,1,7,13,29",a6-nem1-a
"0,1,1,28,1,28,1,36",a1-nem3-a
"0,1,7,7,9",c2-nem2-a
"0,1,1,28,1,7,13,4",a5-nem4-b
"0,1,10,10,1,17",rs1105
"0,1,28,13,1,7,10,7,9",c2-nem3-a
"0,1,7,7,1,28,7,1,13,7,8",d5-nem4-b
"0,1,10,4,33",b3-nem2-b
"0,1,7,7,7,1,10,28,10,1,28,17",rs1583
"0,1,28,4,4,10,34",c3-nem2-a
"0,1,1,28,10,10,1,28,13,7,36",a4-nem4-b
"0,1,10,10,7,7,28,7,1,7,28,20",rs1648
"0,1,7,7,13,7,13,19",rs973
"0,1,28,7,1,13,28,1,21",rs1443
"0,1,1,28,7,1,13,18",rs1448
"0,1,7,1,13,7,28,4",a6-nem1-a
"0,1,7,1,13,7,13,7,26",rs968
"0,1,4,1,10,4,33",c3-nem1-a
"0,1,7,7,7,1,10,28,10,1,24",rs1596
"0,1,28,7,1,28,10,28",a4-nem3-a
"0,1,7,7,1,34",b2-nem1-a
"0,1,28,13,1,4,28,11",b1-nem3-b
"0,1,4,1,4,4,6",d2-nem1-b
"0,1,28,4,4,4,1,10,4,28,4,6",b4-nem3-b
"0,1,10,10,7,7,28,7,1,7,18",rs1638
"0,1,28,1,7,3",a2-nem2-b
"0,1,1,28,1,28,1,29",a1-nem3-a
"0,1,7,7,10,7,10,7,28,21",rs1631
"0,1,7,7,28,7",c2-nem2-b
"0,1,28,13,1,4,28,4,4,1,11",d1-nem4-a
"0,1,28,13,1,4,28,4,1,10",c1-nem4-a
"0,1,28,1,7,9",b2-nem3-a
"0,1,28,4,4,4,4,13,1,6",c6-nem3-a
"0,1,7,7,28,7,1,10",c4-nem3-a
"0,1,28,13,1,4,28,1,4,36",c5-nem4-b
"0,1,1,28,10,1,7,14",a2-nem4-b
"0,1,1,7,10,1,4",a3-nem2-a
"0,1,4,4,13,4,4,18",rs1620
"0,1,10,10,28,1,28,15",a3-nem3-b
"0,1,1,28,7,1,7,28,7",c2-nem4-a
"0,1,28,4,4,34",c1-nem2-a
"0,1,28,4,4,10,4,10",d5-nem2-b
"0,1,28,4,10,10,4,14",c3-nem2-b
"0,1,4,4,4,1,4,18",rs458
"0,1,28,7,7,7,1,34",c2-nem3-b
"0,1,1,7,10,28,7,15",b2-nem1-a
"0,1,13,7,28,13,1,7,28,10,7",c6-nem3-b
"0,1,28,13,1,7,28,7,7",c6-nem3-b
"0,1,13,4,4,4,28,13,1,11",d5-nem3-a
"0,1,1,28,10,10,1,28,13,29",a3-nem4-b
"0,1,13,13,1,28,7,7,1,13,28,13",b6-nem4-a
"0,1,1,7,10,28,10,7,14",b4-nem1-a
"0,1,28,7,29",a2-nem2-a
"0,1,28,7,7,7,7,13,1,5",c6-nem3-a
"0,1,28,7,1,28,5",a1-nem3-b
"0,1,10,7,7,7,7,1,4",c4-nem1-b
"0,1,10,10,28,1,15",a3-nem3-a
"0,1,10,7,7,7,7,1",d4-nem1-b
"0,1,28,10",a3-nem2-b
"0,1,1,28,7,1,7,7,13,28,10",c2-nem4-a
"0,1,28,7,7,7,1,15",c6-nem3-a
"0,1,28,7,1,7,7,34",c2-nem3-b
"0,1,13,7,7,7,1,29",c6-nem1-a
"0,1,7,1,13,7,13,17",rs889
"0,1,13,7,7,7,1,10,7",d2-nem1-b
"0,1,1,28,4,1,13,8",a5-nem4-b
"0,1,13,4,28,13,1,21",rs633
"0,1,1,28,7,1,7,7,28,3",c2-nem3-b
"0,1,28,4,10,33",b3-nem2-a
"0,1,1,28,10,10,1,28,13,34",a3-nem4-b
"0,1,28,4,2,13,28,4,12",c1-nem3-b
"0,1,28,4,4,4,10,4,4,31",c4-nem2-a
"0,1,13,7,10",a2-nem2-a
"0,1,28,7,1,13,28,26",rs1436
"0,1,1,13,7",a6-nem1-b
"0,1,9",a2-nem2-a
"0,1,28,13,1,4,11",b1-nem3-a
"0,1,28,4,10,7",a3-nem2-b
"0,1,4,1,4,2",c1-nem2-a
"0,1,13,7,7,10,28,10,1",b4-nem3-a
"0,1,4,1,4,4,4,28,10,4",c4-nem1-a
"0,1,7,1,13,28,13,1,18",rs872
"0,1,10,10,28,1,7,7,14",b4-nem3-a
"0,1,10,7,28,7,1,10,16",rs1492
"0,1,1,28,1,28,7,29",a2-nem4-b
"0,1,13,7,7,1,28",b6-nem1-a
"0,1,1,28,10,1,28,3",a3-nem3-b
"0,1,1,28,4,1,4,31",c1-nem4-a
"0,1,6",b1-nem2-a
"0,1,13,13,7,7,28,7,21",rs983
"0,1,28,4,2,10,28,17",rs637
"0,1,28,1,28",a1-nem3-b
"0,1,1,28,10,10,1,28,13,7,31",a4-nem4-b
"0,1,7,7,7,1,13,28,13,21",rs957
