host,row,col,rack,shelf,slot,x,y,z,section,ibport,partner,bootnode
rs329,b,2,b2,1,4,0,6,0,1,25,oss-scratch17,boot6
rs329-sp,b,2,b2,1,4,0,6,0,1,25,oss-scratch17,boot6
rs33,a,1,a1,3,1,0,0,4,1,19,rs32,boot2
rs33-sp,a,1,a1,3,1,0,0,4,1,19,rs32,boot2
rs330,b,2,b2,1,6,0,6,1,1,17,login3,boot1
rs330-sp,b,2,b2,1,6,0,6,1,1,17,login3,boot1
rs331,b,2,b2,1,7,0,6,1,1,18,rs332,boot1
rs331-sp,b,2,b2,1,7,0,6,1,1,18,rs332,boot1
rs332,b,2,b2,1,7,0,6,1,1,19,rs331,boot1
rs332-sp,b,2,b2,1,7,0,6,1,1,19,rs331,boot1
rs333,b,2,b2,1,8,0,6,1,1,20,rs334,boot1
rs333-sp,b,2,b2,1,8,0,6,1,1,20,rs334,boot1
rs334,b,2,b2,1,8,0,6,1,1,21,rs333,boot1
rs334-sp,b,2,b2,1,8,0,6,1,1,21,rs333,boot1
rs335,b,2,b2,1,10,0,6,1,1,24,rs336,boot1
rs335-sp,b,2,b2,1,10,0,6,1,1,24,rs336,boot1
rs336,b,2,b2,1,10,0,6,1,1,25,rs335,boot1
rs336-sp,b,2,b2,1,10,0,6,1,1,25,rs335,boot1
rs337,b,2,b2,1,11,0,6,1,1,26,rs338,boot1
rs337-sp,b,2,b2,1,11,0,6,1,1,26,rs338,boot1
rs338,b,2,b2,1,11,0,6,1,1,27,rs337,boot1
rs338-sp,b,2,b2,1,11,0,6,1,1,27,rs337,boot1
rs339,b,2,b2,2,0,0,6,2,1,17,boot7,boot7
rs339-sp,b,2,b2,2,0,0,6,2,1,17,boot7,boot7
rs34,a,1,a1,3,2,0,0,4,1,20,rs35,boot2
rs34-sp,a,1,a1,3,2,0,0,4,1,20,rs35,boot2
rs340,b,2,b2,2,1,0,6,2,1,18,rs341,boot7
rs340-sp,b,2,b2,2,1,0,6,2,1,18,rs341,boot7
rs341,b,2,b2,2,1,0,6,2,1,19,rs340,boot7
rs341-sp,b,2,b2,2,1,0,6,2,1,19,rs340,boot7
rs342,b,2,b2,2,2,0,6,2,1,21,gateway6,boot7
rs342-sp,b,2,b2,2,2,0,6,2,1,21,gateway6,boot7
rs343,b,2,b2,2,4,0,6,2,1,25,oss-scratch18,boot7
rs343-sp,b,2,b2,2,4,0,6,2,1,25,oss-scratch18,boot7
rs344,b,2,b2,2,6,0,6,3,1,16,rs345,boot5
rs344-sp,b,2,b2,2,6,0,6,3,1,16,rs345,boot5
rs345,b,2,b2,2,6,0,6,3,1,17,rs344,boot5
rs345-sp,b,2,b2,2,6,0,6,3,1,17,rs344,boot5
rs346,b,2,b2,2,7,0,6,3,1,18,rs347,boot5
rs346-sp,b,2,b2,2,7,0,6,3,1,18,rs347,boot5
rs347,b,2,b2,2,7,0,6,3,1,19,rs346,boot5
rs347-sp,b,2,b2,2,7,0,6,3,1,19,rs346,boot5
rs348,b,2,b2,2,8,0,6,3,1,20,rs349,boot5
rs348-sp,b,2,b2,2,8,0,6,3,1,20,rs349,boot5
rs349,b,2,b2,2,8,0,6,3,1,21,rs348,boot5
rs349-sp,b,2,b2,2,8,0,6,3,1,21,rs348,boot5
rs35,a,1,a1,3,2,0,0,4,1,21,rs34,boot2
rs35-sp,a,1,a1,3,2,0,0,4,1,21,rs34,boot2
rs350,b,2,b2,2,10,0,6,3,1,24,rs351,boot5
rs350-sp,b,2,b2,2,10,0,6,3,1,24,rs351,boot5
rs351,b,2,b2,2,10,0,6,3,1,25,rs350,boot5
rs351-sp,b,2,b2,2,10,0,6,3,1,25,rs350,boot5
rs352,b,2,b2,2,11,0,6,3,1,26,rs353,boot5
rs352-sp,b,2,b2,2,11,0,6,3,1,26,rs353,boot5
rs353,b,2,b2,2,11,0,6,3,1,27,rs352,boot5
rs353-sp,b,2,b2,2,11,0,6,3,1,27,rs352,boot5
rs354,b,2,b2,3,0,0,6,4,1,16,rs355,boot2
rs354-sp,b,2,b2,3,0,0,6,4,1,16,rs355,boot2
rs355,b,2,b2,3,0,0,6,4,1,17,rs354,boot2
rs355-sp,b,2,b2,3,0,0,6,4,1,17,rs354,boot2
rs356,b,2,b2,3,1,0,6,4,1,18,rs357,boot2
rs356-sp,b,2,b2,3,1,0,6,4,1,18,rs357,boot2
rs357,b,2,b2,3,1,0,6,4,1,19,rs356,boot2
rs357-sp,b,2,b2,3,1,0,6,4,1,19,rs356,boot2
rs358,b,2,b2,3,2,0,6,4,1,21,oss-scratch19,boot2
rs358-sp,b,2,b2,3,2,0,6,4,1,21,oss-scratch19,boot2
rs359,b,2,b2,3,4,0,6,4,1,24,rs360,boot2
rs359-sp,b,2,b2,3,4,0,6,4,1,24,rs360,boot2
rs36,a,1,a1,3,4,0,0,4,1,24,rs37,boot2
rs36-sp,a,1,a1,3,4,0,0,4,1,24,rs37,boot2
rs360,b,2,b2,3,4,0,6,4,1,25,rs359,boot2
rs360-sp,b,2,b2,3,4,0,6,4,1,25,rs359,boot2
rs361,b,2,b2,3,6,0,6,5,1,17,login4,boot4
rs361-sp,b,2,b2,3,6,0,6,5,1,17,login4,boot4
rs362,b,2,b2,3,7,0,6,5,1,18,rs363,boot4
rs362-sp,b,2,b2,3,7,0,6,5,1,18,rs363,boot4
rs363,b,2,b2,3,7,0,6,5,1,19,rs362,boot4
rs363-sp,b,2,b2,3,7,0,6,5,1,19,rs362,boot4
rs364,b,2,b2,3,8,0,6,5,1,20,rs365,boot4
rs364-sp,b,2,b2,3,8,0,6,5,1,20,rs365,boot4
rs365,b,2,b2,3,8,0,6,5,1,21,rs364,boot4
rs365-sp,b,2,b2,3,8,0,6,5,1,21,rs364,boot4
rs366,b,2,b2,3,10,0,6,5,1,24,rs367,boot4
rs366-sp,b,2,b2,3,10,0,6,5,1,24,rs367,boot4
rs367,b,2,b2,3,10,0,6,5,1,25,rs366,boot4
rs367-sp,b,2,b2,3,10,0,6,5,1,25,rs366,boot4
rs368,b,2,b2,3,11,0,6,5,1,26,rs369,boot4
rs368-sp,b,2,b2,3,11,0,6,5,1,26,rs369,boot4
rs369,b,2,b2,3,11,0,6,5,1,27,rs368,boot4
rs369-sp,b,2,b2,3,11,0,6,5,1,27,rs368,boot4
rs37,a,1,a1,3,4,0,0,4,1,25,rs36,boot2
rs37-sp,a,1,a1,3,4,0,0,4,1,25,rs36,boot2
rs370,b,2,b2,4,0,0,6,6,1,17,admin4,boot3
rs370-sp,b,2,b2,4,0,0,6,6,1,17,admin4,boot3
rs371,b,2,b2,4,1,0,6,6,1,18,rs372,boot3
rs371-sp,b,2,b2,4,1,0,6,6,1,18,rs372,boot3
rs372,b,2,b2,4,1,0,6,6,1,19,rs371,boot3
rs372-sp,b,2,b2,4,1,0,6,6,1,19,rs371,boot3
rs373,b,2,b2,4,2,0,6,6,1,21,oss-scratch20,boot3
rs373-sp,b,2,b2,4,2,0,6,6,1,21,oss-scratch20,boot3
rs374,b,2,b2,4,4,0,6,6,1,25,oss-proj2,boot3
rs374-sp,b,2,b2,4,4,0,6,6,1,25,oss-proj2,boot3
rs375,b,2,b2,4,6,0,6,7,1,17,oss-home2,boot8
rs375-sp,b,2,b2,4,6,0,6,7,1,17,oss-home2,boot8
rs376,b,2,b2,4,7,0,6,7,1,18,rs377,boot8
rs376-sp,b,2,b2,4,7,0,6,7,1,18,rs377,boot8
rs377,b,2,b2,4,7,0,6,7,1,19,rs376,boot8
rs377-sp,b,2,b2,4,7,0,6,7,1,19,rs376,boot8
rs378,b,2,b2,4,8,0,6,7,1,20,rs379,boot8
rs378-sp,b,2,b2,4,8,0,6,7,1,20,rs379,boot8
rs379,b,2,b2,4,8,0,6,7,1,21,rs378,boot8
rs379-sp,b,2,b2,4,8,0,6,7,1,21,rs378,boot8
rs38,a,1,a1,3,6,0,0,5,1,16,rs39,boot4
rs38-sp,a,1,a1,3,6,0,0,5,1,16,rs39,boot4
rs380,b,2,b2,4,10,0,6,7,1,24,rs381,boot8
rs380-sp,b,2,b2,4,10,0,6,7,1,24,rs381,boot8
rs381,b,2,b2,4,10,0,6,7,1,25,rs380,boot8
rs381-sp,b,2,b2,4,10,0,6,7,1,25,rs380,boot8
rs382,b,2,b2,4,11,0,6,7,1,26,rs383,boot8
rs382-sp,b,2,b2,4,11,0,6,7,1,26,rs383,boot8
rs383,b,2,b2,4,11,0,6,7,1,27,rs382,boot8
rs383-sp,b,2,b2,4,11,0,6,7,1,27,rs382,boot8
rs384,c,2,c2,1,0,0,5,0,1,16,rs385,boot6
rs384-sp,c,2,c2,1,0,0,5,0,1,16,rs385,boot6
rs385,c,2,c2,1,0,0,5,0,1,17,rs384,boot6
rs385-sp,c,2,c2,1,0,0,5,0,1,17,rs384,boot6
rs386,c,2,c2,1,1,0,5,0,1,18,rs387,boot6
rs386-sp,c,2,c2,1,1,0,5,0,1,18,rs387,boot6
rs387,c,2,c2,1,1,0,5,0,1,19,rs386,boot6
rs387-sp,c,2,c2,1,1,0,5,0,1,19,rs386,boot6
rs388,c,2,c2,1,2,0,5,0,1,20,rs389,boot6
rs388-sp,c,2,c2,1,2,0,5,0,1,20,rs389,boot6
rs389,c,2,c2,1,2,0,5,0,1,21,rs388,boot6
rs389-sp,c,2,c2,1,2,0,5,0,1,21,rs388,boot6
rs39,a,1,a1,3,6,0,0,5,1,17,rs38,boot4
rs39-sp,a,1,a1,3,6,0,0,5,1,17,rs38,boot4
rs390,c,2,c2,1,4,0,5,0,1,24,rs391,boot6
rs390-sp,c,2,c2,1,4,0,5,0,1,24,rs391,boot6
rs391,c,2,c2,1,4,0,5,0,1,25,rs390,boot6
rs391-sp,c,2,c2,1,4,0,5,0,1,25,rs390,boot6
rs392,c,2,c2,1,6,0,5,1,1,16,rs393,boot1
rs392-sp,c,2,c2,1,6,0,5,1,1,16,rs393,boot1
rs393,c,2,c2,1,6,0,5,1,1,17,rs392,boot1
rs393-sp,c,2,c2,1,6,0,5,1,1,17,rs392,boot1
rs394,c,2,c2,1,7,0,5,1,1,18,rs395,boot1
rs394-sp,c,2,c2,1,7,0,5,1,1,18,rs395,boot1
rs395,c,2,c2,1,7,0,5,1,1,19,rs394,boot1
rs395-sp,c,2,c2,1,7,0,5,1,1,19,rs394,boot1
rs396,c,2,c2,1,8,0,5,1,1,20,rs397,boot1
rs396-sp,c,2,c2,1,8,0,5,1,1,20,rs397,boot1
rs397,c,2,c2,1,8,0,5,1,1,21,rs396,boot1
rs397-sp,c,2,c2,1,8,0,5,1,1,21,rs396,boot1
rs398,c,2,c2,1,10,0,5,1,1,25,oss-scratch21,boot1
rs398-sp,c,2,c2,1,10,0,5,1,1,25,oss-scratch21,boot1
rs399,c,2,c2,1,11,0,5,1,1,26,rs400,boot1
rs399-sp,c,2,c2,1,11,0,5,1,1,26,rs400,boot1
rs4,a,1,a1,1,2,0,0,0,1,20,rs5,boot6
rs4-sp,a,1,a1,1,2,0,0,0,1,20,rs5,boot6
rs40,a,1,a1,3,7,0,0,5,1,18,rs41,boot4
rs40-sp,a,1,a1,3,7,0,0,5,1,18,rs41,boot4
rs400,c,2,c2,1,11,0,5,1,1,27,rs399,boot1
rs400-sp,c,2,c2,1,11,0,5,1,1,27,rs399,boot1
rs401,c,2,c2,2,0,0,5,2,1,16,rs402,boot7
rs401-sp,c,2,c2,2,0,0,5,2,1,16,rs402,boot7
rs402,c,2,c2,2,0,0,5,2,1,17,rs401,boot7
rs402-sp,c,2,c2,2,0,0,5,2,1,17,rs401,boot7
rs403,c,2,c2,2,1,0,5,2,1,18,rs404,boot7
rs403-sp,c,2,c2,2,1,0,5,2,1,18,rs404,boot7
rs404,c,2,c2,2,1,0,5,2,1,19,rs403,boot7
rs404-sp,c,2,c2,2,1,0,5,2,1,19,rs403,boot7
rs405,c,2,c2,2,2,0,5,2,1,20,rs406,boot7
rs405-sp,c,2,c2,2,2,0,5,2,1,20,rs406,boot7
rs406,c,2,c2,2,2,0,5,2,1,21,rs405,boot7
rs406-sp,c,2,c2,2,2,0,5,2,1,21,rs405,boot7
rs407,c,2,c2,2,4,0,5,2,1,25,mds-scratch2,boot7
rs407-sp,c,2,c2,2,4,0,5,2,1,25,mds-scratch2,boot7
rs408,c,2,c2,2,6,0,5,3,1,17,mds-proj2,boot5
rs408-sp,c,2,c2,2,6,0,5,3,1,17,mds-proj2,boot5
rs409,c,2,c2,2,7,0,5,3,1,18,rs410,boot5
rs409-sp,c,2,c2,2,7,0,5,3,1,18,rs410,boot5
rs41,a,1,a1,3,7,0,0,5,1,19,rs40,boot4
rs41-sp,a,1,a1,3,7,0,0,5,1,19,rs40,boot4
rs410,c,2,c2,2,7,0,5,3,1,19,rs409,boot5
rs410-sp,c,2,c2,2,7,0,5,3,1,19,rs409,boot5
rs411,c,2,c2,2,8,0,5,3,1,20,rs412,boot5
rs411-sp,c,2,c2,2,8,0,5,3,1,20,rs412,boot5
rs412,c,2,c2,2,8,0,5,3,1,21,rs411,boot5
rs412-sp,c,2,c2,2,8,0,5,3,1,21,rs411,boot5
rs413,c,2,c2,2,10,0,5,3,1,25,oss-scratch22,boot5
rs413-sp,c,2,c2,2,10,0,5,3,1,25,oss-scratch22,boot5
rs414,c,2,c2,2,11,0,5,3,1,26,rs415,boot5
rs414-sp,c,2,c2,2,11,0,5,3,1,26,rs415,boot5
rs415,c,2,c2,2,11,0,5,3,1,27,rs414,boot5
rs415-sp,c,2,c2,2,11,0,5,3,1,27,rs414,boot5
rs416,c,2,c2,3,0,0,5,4,1,16,rs417,boot2
rs416-sp,c,2,c2,3,0,0,5,4,1,16,rs417,boot2
rs417,c,2,c2,3,0,0,5,4,1,17,rs416,boot2
rs417-sp,c,2,c2,3,0,0,5,4,1,17,rs416,boot2
rs418,c,2,c2,3,1,0,5,4,1,18,rs419,boot2
rs418-sp,c,2,c2,3,1,0,5,4,1,18,rs419,boot2
rs419,c,2,c2,3,1,0,5,4,1,19,rs418,boot2
rs419-sp,c,2,c2,3,1,0,5,4,1,19,rs418,boot2
rs42,a,1,a1,3,8,0,0,5,1,20,rs43,boot4
rs42-sp,a,1,a1,3,8,0,0,5,1,20,rs43,boot4
rs420,c,2,c2,3,2,0,5,4,1,20,rs421,boot2
rs420-sp,c,2,c2,3,2,0,5,4,1,20,rs421,boot2
rs421,c,2,c2,3,2,0,5,4,1,21,rs420,boot2
rs421-sp,c,2,c2,3,2,0,5,4,1,21,rs420,boot2
rs422,c,2,c2,3,4,0,5,4,1,24,rs423,boot2
rs422-sp,c,2,c2,3,4,0,5,4,1,24,rs423,boot2
rs423,c,2,c2,3,4,0,5,4,1,25,rs422,boot2
rs423-sp,c,2,c2,3,4,0,5,4,1,25,rs422,boot2
rs424,c,2,c2,3,6,0,5,5,1,16,rs425,boot4
rs424-sp,c,2,c2,3,6,0,5,5,1,16,rs425,boot4
rs425,c,2,c2,3,6,0,5,5,1,17,rs424,boot4
rs425-sp,c,2,c2,3,6,0,5,5,1,17,rs424,boot4
rs426,c,2,c2,3,7,0,5,5,1,18,rs427,boot4
rs426-sp,c,2,c2,3,7,0,5,5,1,18,rs427,boot4
rs427,c,2,c2,3,7,0,5,5,1,19,rs426,boot4
rs427-sp,c,2,c2,3,7,0,5,5,1,19,rs426,boot4
rs428,c,2,c2,3,8,0,5,5,1,20,rs429,boot4
rs428-sp,c,2,c2,3,8,0,5,5,1,20,rs429,boot4
rs429,c,2,c2,3,8,0,5,5,1,21,rs428,boot4
rs429-sp,c,2,c2,3,8,0,5,5,1,21,rs428,boot4
rs43,a,1,a1,3,8,0,0,5,1,21,rs42,boot4
rs43-sp,a,1,a1,3,8,0,0,5,1,21,rs42,boot4
rs430,c,2,c2,3,10,0,5,5,1,25,oss-scratch23,boot4
rs430-sp,c,2,c2,3,10,0,5,5,1,25,oss-scratch23,boot4
rs431,c,2,c2,3,11,0,5,5,1,26,rs432,boot4
rs431-sp,c,2,c2,3,11,0,5,5,1,26,rs432,boot4
rs432,c,2,c2,3,11,0,5,5,1,27,rs431,boot4
rs432-sp,c,2,c2,3,11,0,5,5,1,27,rs431,boot4
rs433,c,2,c2,4,0,0,5,6,1,16,rs434,boot3
rs433-sp,c,2,c2,4,0,0,5,6,1,16,rs434,boot3
rs434,c,2,c2,4,0,0,5,6,1,17,rs433,boot3
rs434-sp,c,2,c2,4,0,0,5,6,1,17,rs433,boot3
rs435,c,2,c2,4,1,0,5,6,1,18,rs436,boot3
rs435-sp,c,2,c2,4,1,0,5,6,1,18,rs436,boot3
rs436,c,2,c2,4,1,0,5,6,1,19,rs435,boot3
rs436-sp,c,2,c2,4,1,0,5,6,1,19,rs435,boot3
rs437,c,2,c2,4,2,0,5,6,1,20,rs438,boot3
rs437-sp,c,2,c2,4,2,0,5,6,1,20,rs438,boot3
rs438,c,2,c2,4,2,0,5,6,1,21,rs437,boot3
rs438-sp,c,2,c2,4,2,0,5,6,1,21,rs437,boot3
rs439,c,2,c2,4,4,0,5,6,1,24,rs440,boot3
rs439-sp,c,2,c2,4,4,0,5,6,1,24,rs440,boot3
rs44,a,1,a1,3,10,0,0,5,1,24,rs45,boot4
rs44-sp,a,1,a1,3,10,0,0,5,1,24,rs45,boot4
rs440,c,2,c2,4,4,0,5,6,1,25,rs439,boot3
rs440-sp,c,2,c2,4,4,0,5,6,1,25,rs439,boot3
rs441,c,2,c2,4,6,0,5,7,1,17,boot8,boot8
rs441-sp,c,2,c2,4,6,0,5,7,1,17,boot8,boot8
rs442,c,2,c2,4,7,0,5,7,1,18,rs443,boot8
rs442-sp,c,2,c2,4,7,0,5,7,1,18,rs443,boot8
rs443,c,2,c2,4,7,0,5,7,1,19,rs442,boot8
rs443-sp,c,2,c2,4,7,0,5,7,1,19,rs442,boot8
rs444,c,2,c2,4,8,0,5,7,1,21,gateway7,boot8
rs444-sp,c,2,c2,4,8,0,5,7,1,21,gateway7,boot8
rs445,c,2,c2,4,10,0,5,7,1,25,oss-scratch24,boot8
rs445-sp,c,2,c2,4,10,0,5,7,1,25,oss-scratch24,boot8
rs446,c,2,c2,4,11,0,5,7,1,26,rs447,boot8
rs446-sp,c,2,c2,4,11,0,5,7,1,26,rs447,boot8
rs447,c,2,c2,4,11,0,5,7,1,27,rs446,boot8
rs447-sp,c,2,c2,4,11,0,5,7,1,27,rs446,boot8
rs448,d,2,d2,1,0,0,4,0,1,16,rs449,boot6
rs448-sp,d,2,d2,1,0,0,4,0,1,16,rs449,boot6
rs449,d,2,d2,1,0,0,4,0,1,17,rs448,boot6
rs449-sp,d,2,d2,1,0,0,4,0,1,17,rs448,boot6
rs45,a,1,a1,3,10,0,0,5,1,25,rs44,boot4
rs45-sp,a,1,a1,3,10,0,0,5,1,25,rs44,boot4
rs450,d,2,d2,1,1,0,4,0,1,18,rs451,boot6
rs450-sp,d,2,d2,1,1,0,4,0,1,18,rs451,boot6
rs451,d,2,d2,1,1,0,4,0,1,19,rs450,boot6
rs451-sp,d,2,d2,1,1,0,4,0,1,19,rs450,boot6
rs452,d,2,d2,1,2,0,4,0,1,20,rs453,boot6
rs452-sp,d,2,d2,1,2,0,4,0,1,20,rs453,boot6
rs453,d,2,d2,1,2,0,4,0,1,21,rs452,boot6
rs453-sp,d,2,d2,1,2,0,4,0,1,21,rs452,boot6
rs454,d,2,d2,1,4,0,4,0,1,24,rs455,boot6
rs454-sp,d,2,d2,1,4,0,4,0,1,24,rs455,boot6
rs455,d,2,d2,1,4,0,4,0,1,25,rs454,boot6
rs455-sp,d,2,d2,1,4,0,4,0,1,25,rs454,boot6
rs456,d,2,d2,1,6,0,4,1,1,16,rs457,boot1
rs456-sp,d,2,d2,1,6,0,4,1,1,16,rs457,boot1
rs457,d,2,d2,1,6,0,4,1,1,17,rs456,boot1
rs457-sp,d,2,d2,1,6,0,4,1,1,17,rs456,boot1
rs458,d,2,d2,1,7,0,4,1,1,18,rs459,boot1
rs458-sp,d,2,d2,1,7,0,4,1,1,18,rs459,boot1
rs459,d,2,d2,1,7,0,4,1,1,19,rs458,boot1
rs459-sp,d,2,d2,1,7,0,4,1,1,19,rs458,boot1
rs46,a,1,a1,3,11,0,0,5,1,26,rs47,boot4
rs46-sp,a,1,a1,3,11,0,0,5,1,26,rs47,boot4
rs460,d,2,d2,1,8,0,4,1,1,20,rs461,boot1
rs460-sp,d,2,d2,1,8,0,4,1,1,20,rs461,boot1
rs461,d,2,d2,1,8,0,4,1,1,21,rs460,boot1
rs461-sp,d,2,d2,1,8,0,4,1,1,21,rs460,boot1
rs462,d,2,d2,1,10,0,4,1,1,24,rs463,boot1
rs462-sp,d,2,d2,1,10,0,4,1,1,24,rs463,boot1
rs463,d,2,d2,1,10,0,4,1,1,25,rs462,boot1
rs463-sp,d,2,d2,1,10,0,4,1,1,25,rs462,boot1
rs464,d,2,d2,1,11,0,4,1,1,26,rs465,boot1
rs464-sp,d,2,d2,1,11,0,4,1,1,26,rs465,boot1
rs465,d,2,d2,1,11,0,4,1,1,27,rs464,boot1
rs465-sp,d,2,d2,1,11,0,4,1,1,27,rs464,boot1
rs466,d,2,d2,2,0,0,4,2,1,16,rs467,boot7
rs466-sp,d,2,d2,2,0,0,4,2,1,16,rs467,boot7
rs467,d,2,d2,2,0,0,4,2,1,17,rs466,boot7
rs467-sp,d,2,d2,2,0,0,4,2,1,17,rs466,boot7
rs468,d,2,d2,2,1,0,4,2,1,18,rs469,boot7
rs468-sp,d,2,d2,2,1,0,4,2,1,18,rs469,boot7
rs469,d,2,d2,2,1,0,4,2,1,19,rs468,boot7
rs469-sp,d,2,d2,2,1,0,4,2,1,19,rs468,boot7
rs47,a,1,a1,3,11,0,0,5,1,27,rs46,boot4
rs47-sp,a,1,a1,3,11,0,0,5,1,27,rs46,boot4
rs470,d,2,d2,2,2,0,4,2,1,20,rs471,boot7
rs470-sp,d,2,d2,2,2,0,4,2,1,20,rs471,boot7
rs471,d,2,d2,2,2,0,4,2,1,21,rs470,boot7
rs471-sp,d,2,d2,2,2,0,4,2,1,21,rs470,boot7
rs472,d,2,d2,2,4,0,4,2,1,24,rs473,boot7
rs472-sp,d,2,d2,2,4,0,4,2,1,24,rs473,boot7
rs473,d,2,d2,2,4,0,4,2,1,25,rs472,boot7
rs473-sp,d,2,d2,2,4,0,4,2,1,25,rs472,boot7
rs474,d,2,d2,2,6,0,4,3,1,16,rs475,boot5
rs474-sp,d,2,d2,2,6,0,4,3,1,16,rs475,boot5
rs475,d,2,d2,2,6,0,4,3,1,17,rs474,boot5
rs475-sp,d,2,d2,2,6,0,4,3,1,17,rs474,boot5
rs476,d,2,d2,2,7,0,4,3,1,18,rs477,boot5
rs476-sp,d,2,d2,2,7,0,4,3,1,18,rs477,boot5
rs477,d,2,d2,2,7,0,4,3,1,19,rs476,boot5
rs477-sp,d,2,d2,2,7,0,4,3,1,19,rs476,boot5
rs478,d,2,d2,2,8,0,4,3,1,20,rs479,boot5
rs478-sp,d,2,d2,2,8,0,4,3,1,20,rs479,boot5
rs479,d,2,d2,2,8,0,4,3,1,21,rs478,boot5
rs479-sp,d,2,d2,2,8,0,4,3,1,21,rs478,boot5
rs48,a,1,a1,4,0,0,0,6,1,17,oss-scratch4,boot3
rs48-sp,a,1,a1,4,0,0,0,6,1,17,oss-scratch4,boot3
rs480,d,2,d2,2,10,0,4,3,1,24,rs481,boot5
rs480-sp,d,2,d2,2,10,0,4,3,1,24,rs481,boot5
rs481,d,2,d2,2,10,0,4,3,1,25,rs480,boot5
rs481-sp,d,2,d2,2,10,0,4,3,1,25,rs480,boot5
rs482,d,2,d2,2,11,0,4,3,1,26,rs483,boot5
rs482-sp,d,2,d2,2,11,0,4,3,1,26,rs483,boot5
rs483,d,2,d2,2,11,0,4,3,1,27,rs482,boot5
rs483-sp,d,2,d2,2,11,0,4,3,1,27,rs482,boot5
rs484,d,2,d2,3,0,0,4,4,1,16,rs485,boot2
rs484-sp,d,2,d2,3,0,0,4,4,1,16,rs485,boot2
rs485,d,2,d2,3,0,0,4,4,1,17,rs484,boot2
rs485-sp,d,2,d2,3,0,0,4,4,1,17,rs484,boot2
rs486,d,2,d2,3,1,0,4,4,1,18,rs487,boot2
rs486-sp,d,2,d2,3,1,0,4,4,1,18,rs487,boot2
rs487,d,2,d2,3,1,0,4,4,1,19,rs486,boot2
rs487-sp,d,2,d2,3,1,0,4,4,1,19,rs486,boot2
rs488,d,2,d2,3,2,0,4,4,1,20,rs489,boot2
rs488-sp,d,2,d2,3,2,0,4,4,1,20,rs489,boot2
rs489,d,2,d2,3,2,0,4,4,1,21,rs488,boot2
rs489-sp,d,2,d2,3,2,0,4,4,1,21,rs488,boot2
rs49,a,1,a1,4,1,0,0,6,1,18,rs50,boot3
rs49-sp,a,1,a1,4,1,0,0,6,1,18,rs50,boot3
rs490,d,2,d2,3,4,0,4,4,1,24,rs491,boot2
rs490-sp,d,2,d2,3,4,0,4,4,1,24,rs491,boot2
rs491,d,2,d2,3,4,0,4,4,1,25,rs490,boot2
rs491-sp,d,2,d2,3,4,0,4,4,1,25,rs490,boot2
rs492,d,2,d2,3,6,0,4,5,1,16,rs493,boot4
rs492-sp,d,2,d2,3,6,0,4,5,1,16,rs493,boot4
rs493,d,2,d2,3,6,0,4,5,1,17,rs492,boot4
rs493-sp,d,2,d2,3,6,0,4,5,1,17,rs492,boot4
rs494,d,2,d2,3,7,0,4,5,1,18,rs495,boot4
rs494-sp,d,2,d2,3,7,0,4,5,1,18,rs495,boot4
rs495,d,2,d2,3,7,0,4,5,1,19,rs494,boot4
rs495-sp,d,2,d2,3,7,0,4,5,1,19,rs494,boot4
rs496,d,2,d2,3,8,0,4,5,1,20,rs497,boot4
rs496-sp,d,2,d2,3,8,0,4,5,1,20,rs497,boot4
rs497,d,2,d2,3,8,0,4,5,1,21,rs496,boot4
rs497-sp,d,2,d2,3,8,0,4,5,1,21,rs496,boot4
rs498,d,2,d2,3,10,0,4,5,1,24,rs499,boot4
rs498-sp,d,2,d2,3,10,0,4,5,1,24,rs499,boot4
rs499,d,2,d2,3,10,0,4,5,1,25,rs498,boot4
rs499-sp,d,2,d2,3,10,0,4,5,1,25,rs498,boot4
rs5,a,1,a1,1,2,0,0,0,1,21,rs4,boot6
rs5-sp,a,1,a1,1,2,0,0,0,1,21,rs4,boot6
rs50,a,1,a1,4,1,0,0,6,1,19,rs49,boot3
rs50-sp,a,1,a1,4,1,0,0,6,1,19,rs49,boot3
rs500,d,2,d2,3,11,0,4,5,1,26,rs501,boot4
rs500-sp,d,2,d2,3,11,0,4,5,1,26,rs501,boot4
rs501,d,2,d2,3,11,0,4,5,1,27,rs500,boot4
rs501-sp,d,2,d2,3,11,0,4,5,1,27,rs500,boot4
rs502,d,2,d2,4,0,0,4,6,1,16,rs503,boot3
rs502-sp,d,2,d2,4,0,0,4,6,1,16,rs503,boot3
rs503,d,2,d2,4,0,0,4,6,1,17,rs502,boot3
rs503-sp,d,2,d2,4,0,0,4,6,1,17,rs502,boot3
rs504,d,2,d2,4,1,0,4,6,1,18,rs505,boot3
rs504-sp,d,2,d2,4,1,0,4,6,1,18,rs505,boot3
rs505,d,2,d2,4,1,0,4,6,1,19,rs504,boot3
rs505-sp,d,2,d2,4,1,0,4,6,1,19,rs504,boot3
rs506,d,2,d2,4,2,0,4,6,1,20,rs507,boot3
rs506-sp,d,2,d2,4,2,0,4,6,1,20,rs507,boot3
rs507,d,2,d2,4,2,0,4,6,1,21,rs506,boot3
rs507-sp,d,2,d2,4,2,0,4,6,1,21,rs506,boot3
rs508,d,2,d2,4,4,0,4,6,1,24,rs509,boot3
rs508-sp,d,2,d2,4,4,0,4,6,1,24,rs509,boot3
rs509,d,2,d2,4,4,0,4,6,1,25,rs508,boot3
